support,itemsets
0.3736,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'grab1_num_fca_bin_Medium'})"
0.2998,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_High'})"
0.3398,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Low'})"
0.3604,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium'})"
0.1684,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'grab2_num_fca_bin_High'})"
0.4134,"frozenset({'grab2_num_fca_bin_Low', 'metal_residue_grab1, tonn_fca_bin_Constant'})"
0.4182,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'grab2_num_fca_bin_Medium'})"
0.3292,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'resistance, tonn_fca_bin_High'})"
0.3318,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'resistance, tonn_fca_bin_Low'})"
0.339,"frozenset({'resistance, tonn_fca_bin_Medium', 'metal_residue_grab1, tonn_fca_bin_Constant'})"
1.0,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'metal_residue_grab1, tonn_fca_bin_Constant'})"
0.2864,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_High'})"
0.6254,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low'})"
1.0,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'metal_residue_grab1, tonn_fca_bin_Constant'})"
1.0,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
1.0,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'metal_residue_grab1, tonn_fca_bin_Constant'})"
1.0,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.267,"frozenset({'steel_weight, tonn_fca_bin_High', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.267,"frozenset({'steel_weight, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant'})"
0.267,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight, tonn_fca_bin_High'})"
0.1758,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'steel_weight, tonn_fca_bin_High'})"
0.267,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight, tonn_fca_bin_High'})"
0.267,"frozenset({'steel_weight, tonn_fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.267,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight, tonn_fca_bin_High'})"
0.267,"frozenset({'steel_weight, tonn_fca_bin_High', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.4498,"frozenset({'residuals_grab2, tonn_fca_bin_Constant', 'steel_weight, tonn_fca_bin_Low'})"
0.4498,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'steel_weight, tonn_fca_bin_Low'})"
0.1674,"frozenset({'steel_weight, tonn_fca_bin_Low', 'grab1_num_fca_bin_Low'})"
0.168,"frozenset({'grab1_num_fca_bin_Medium', 'steel_weight, tonn_fca_bin_Low'})"
0.1592,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'steel_weight, tonn_fca_bin_Low'})"
0.1568,"frozenset({'steel_weight, tonn_fca_bin_Low', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium'})"
0.1966,"frozenset({'grab2_num_fca_bin_Low', 'steel_weight, tonn_fca_bin_Low'})"
0.18,"frozenset({'grab2_num_fca_bin_Medium', 'steel_weight, tonn_fca_bin_Low'})"
0.1802,"frozenset({'resistance, tonn_fca_bin_High', 'steel_weight, tonn_fca_bin_Low'})"
0.4498,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight, tonn_fca_bin_Low'})"
0.2828,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'steel_weight, tonn_fca_bin_Low'})"
0.4498,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight, tonn_fca_bin_Low'})"
0.4498,"frozenset({'steel_weight, tonn_fca_bin_Low', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.4498,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight, tonn_fca_bin_Low'})"
0.4498,"frozenset({'steel_weight, tonn_fca_bin_Low', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2832,"frozenset({'steel_weight, tonn_fca_bin_Medium', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'steel_weight, tonn_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant'})"
0.2832,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight, tonn_fca_bin_Medium'})"
0.1668,"frozenset({'steel_weight, tonn_fca_bin_Medium', 'crystallizer_movement, mm_fca_bin_Low'})"
0.2832,"frozenset({'steel_weight, tonn_fca_bin_Medium', 'alloy_speed, meter/minute_fca_bin_Constant'})"
0.2832,"frozenset({'steel_weight, tonn_fca_bin_Medium', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2832,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight, tonn_fca_bin_Medium'})"
0.2832,"frozenset({'steel_weight, tonn_fca_bin_Medium', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
1.0,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.2562,"frozenset({'grab1_num_fca_bin_High', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.3702,"frozenset({'residuals_grab2, tonn_fca_bin_Constant', 'grab1_num_fca_bin_Low'})"
0.3736,"frozenset({'grab1_num_fca_bin_Medium', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.2998,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_High', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.3398,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.3604,"frozenset({'residuals_grab2, tonn_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium'})"
0.1684,"frozenset({'residuals_grab2, tonn_fca_bin_Constant', 'grab2_num_fca_bin_High'})"
0.4134,"frozenset({'grab2_num_fca_bin_Low', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.4182,"frozenset({'grab2_num_fca_bin_Medium', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.3292,"frozenset({'resistance, tonn_fca_bin_High', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.3318,"frozenset({'residuals_grab2, tonn_fca_bin_Constant', 'resistance, tonn_fca_bin_Low'})"
0.339,"frozenset({'resistance, tonn_fca_bin_Medium', 'residuals_grab2, tonn_fca_bin_Constant'})"
1.0,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.2864,"frozenset({'residuals_grab2, tonn_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_High'})"
0.6254,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'residuals_grab2, tonn_fca_bin_Constant'})"
1.0,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'residuals_grab2, tonn_fca_bin_Constant'})"
1.0,"frozenset({'residuals_grab2, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
1.0,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'residuals_grab2, tonn_fca_bin_Constant'})"
1.0,"frozenset({'residuals_grab2, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2562,"frozenset({'grab1_num_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant'})"
0.3702,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'grab1_num_fca_bin_Low'})"
0.3736,"frozenset({'grab1_num_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant'})"
0.2998,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_High', 'technical_trim, tonn_fca_bin_Constant'})"
0.3398,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant'})"
0.3604,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium'})"
0.1684,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'grab2_num_fca_bin_High'})"
0.4134,"frozenset({'grab2_num_fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant'})"
0.4182,"frozenset({'grab2_num_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant'})"
0.3292,"frozenset({'resistance, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant'})"
0.3318,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'resistance, tonn_fca_bin_Low'})"
0.339,"frozenset({'resistance, tonn_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant'})"
1.0,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant'})"
0.2864,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_High'})"
0.6254,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant'})"
1.0,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant'})"
1.0,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
1.0,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant'})"
1.0,"frozenset({'technical_trim, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2562,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'grab1_num_fca_bin_High'})"
0.1654,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'grab1_num_fca_bin_High'})"
0.2562,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'grab1_num_fca_bin_High'})"
0.2562,"frozenset({'grab1_num_fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2562,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab1_num_fca_bin_High'})"
0.2562,"frozenset({'grab1_num_fca_bin_High', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.1512,"frozenset({'grab2_num_fca_bin_Low', 'grab1_num_fca_bin_Low'})"
0.1604,"frozenset({'grab2_num_fca_bin_Medium', 'grab1_num_fca_bin_Low'})"
0.3702,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'grab1_num_fca_bin_Low'})"
0.2258,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'grab1_num_fca_bin_Low'})"
0.3702,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Low'})"
0.3702,"frozenset({'water_consumption, liter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Low'})"
0.3702,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab1_num_fca_bin_Low'})"
0.3702,"frozenset({'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Low'})"
0.1592,"frozenset({'grab2_num_fca_bin_Low', 'grab1_num_fca_bin_Medium'})"
0.156,"frozenset({'grab1_num_fca_bin_Medium', 'grab2_num_fca_bin_Medium'})"
0.3736,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'grab1_num_fca_bin_Medium'})"
0.2342,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'grab1_num_fca_bin_Medium'})"
0.3736,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Medium'})"
0.3736,"frozenset({'grab1_num_fca_bin_Medium', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.3736,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab1_num_fca_bin_Medium'})"
0.3736,"frozenset({'grab1_num_fca_bin_Medium', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2998,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_High'})"
0.188,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'steel_temperature_grab1, Celsius deg._fca_bin_High'})"
0.2998,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_High'})"
0.2998,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2998,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_High'})"
0.2998,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_High', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.3398,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Low'})"
0.2264,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'steel_temperature_grab1, Celsius deg._fca_bin_Low'})"
0.3398,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Low'})"
0.3398,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.3398,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Low'})"
0.3398,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.1598,"frozenset({'grab2_num_fca_bin_Medium', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium'})"
0.3604,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium'})"
0.211,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium'})"
0.3604,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium'})"
0.3604,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_Medium', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.3604,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium'})"
0.3604,"frozenset({'steel_temperature_grab1, Celsius deg._fca_bin_Medium', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.1684,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'grab2_num_fca_bin_High'})"
0.1684,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'grab2_num_fca_bin_High'})"
0.1684,"frozenset({'water_consumption, liter/minute_fca_bin_Constant', 'grab2_num_fca_bin_High'})"
0.1684,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab2_num_fca_bin_High'})"
0.1684,"frozenset({'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'grab2_num_fca_bin_High'})"
0.4134,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'grab2_num_fca_bin_Low'})"
0.2548,"frozenset({'grab2_num_fca_bin_Low', 'crystallizer_movement, mm_fca_bin_Low'})"
0.4134,"frozenset({'grab2_num_fca_bin_Low', 'alloy_speed, meter/minute_fca_bin_Constant'})"
0.4134,"frozenset({'grab2_num_fca_bin_Low', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.4134,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab2_num_fca_bin_Low'})"
0.4134,"frozenset({'grab2_num_fca_bin_Low', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.4182,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'grab2_num_fca_bin_Medium'})"
0.2506,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'grab2_num_fca_bin_Medium'})"
0.4182,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'grab2_num_fca_bin_Medium'})"
0.4182,"frozenset({'grab2_num_fca_bin_Medium', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.4182,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab2_num_fca_bin_Medium'})"
0.4182,"frozenset({'grab2_num_fca_bin_Medium', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.3292,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'resistance, tonn_fca_bin_High'})"
0.219,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'resistance, tonn_fca_bin_High'})"
0.3292,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'resistance, tonn_fca_bin_High'})"
0.3292,"frozenset({'resistance, tonn_fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.3292,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'resistance, tonn_fca_bin_High'})"
0.3292,"frozenset({'resistance, tonn_fca_bin_High', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.3318,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'resistance, tonn_fca_bin_Low'})"
0.222,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'resistance, tonn_fca_bin_Low'})"
0.3318,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'resistance, tonn_fca_bin_Low'})"
0.3318,"frozenset({'water_consumption, liter/minute_fca_bin_Constant', 'resistance, tonn_fca_bin_Low'})"
0.3318,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'resistance, tonn_fca_bin_Low'})"
0.3318,"frozenset({'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'resistance, tonn_fca_bin_Low'})"
0.339,"frozenset({'resistance, tonn_fca_bin_Medium', 'swing_frequency, amount/minute_fca_bin_Constant'})"
0.1844,"frozenset({'resistance, tonn_fca_bin_Medium', 'crystallizer_movement, mm_fca_bin_Low'})"
0.339,"frozenset({'resistance, tonn_fca_bin_Medium', 'alloy_speed, meter/minute_fca_bin_Constant'})"
0.339,"frozenset({'resistance, tonn_fca_bin_Medium', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.339,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'resistance, tonn_fca_bin_Medium'})"
0.339,"frozenset({'resistance, tonn_fca_bin_Medium', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2864,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_High'})"
0.6254,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low'})"
1.0,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'alloy_speed, meter/minute_fca_bin_Constant'})"
1.0,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
1.0,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'swing_frequency, amount/minute_fca_bin_Constant'})"
1.0,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2864,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_High'})"
0.2864,"frozenset({'crystallizer_movement, mm_fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2864,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_High'})"
0.2864,"frozenset({'crystallizer_movement, mm_fca_bin_High', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.6254,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low'})"
0.6254,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.6254,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low'})"
0.6254,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
1.0,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
1.0,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'alloy_speed, meter/minute_fca_bin_Constant'})"
1.0,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
1.0,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
1.0,"frozenset({'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
1.0,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.3294,"frozenset({'RUL_class_Healthy', 'RUL_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.3294,"frozenset({'RUL_class_Healthy', 'metal_residue_grab1, tonn_fca_bin_Constant', 'RUL_fca_bin_High'})"
0.3294,"frozenset({'RUL_class_Healthy', 'residuals_grab2, tonn_fca_bin_Constant', 'RUL_fca_bin_High'})"
0.3294,"frozenset({'RUL_class_Healthy', 'technical_trim, tonn_fca_bin_Constant', 'RUL_fca_bin_High'})"
0.2326,"frozenset({'RUL_class_Healthy', 'RUL_fca_bin_High', 'resistance, tonn_fca_bin_Low'})"
0.3294,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'RUL_class_Healthy', 'RUL_fca_bin_High'})"
0.212,"frozenset({'RUL_class_Healthy', 'crystallizer_movement, mm_fca_bin_Low', 'RUL_fca_bin_High'})"
0.3294,"frozenset({'RUL_class_Healthy', 'alloy_speed, meter/minute_fca_bin_Constant', 'RUL_fca_bin_High'})"
